avg_q_to_ctx_similarity,max_q_to_ctx_similarity,avg_gt_to_ctx_similarity,max_gt_to_ctx_similarity,retrieval_diversity,avg_bm25_score,max_bm25_score,ndcg@k,context_relevance,context_coverage,semantic_similarity,answer_question_relevance,rouge1_f,rouge2_f,rougeL_f,bert_score_precision,bert_score_recall,bert_score_f1,answer_length,length_ratio,key_term_coverage,faithfulness_score,min_sentence_support,unsupported_sentences,is_relevant,should_answer,correct_abstention,incorrect_abstention,hallucination,question,category,generated_answer
0.7375028530756632,0.7487887144088745,0.7182784279187521,0.7606325149536133,0.15630958477656043,0.2548932090331852,0.5681365536385836,1.0,1.0,0.7606325149536133,0.7711794376373291,0.7515523433685303,0.3916913946587537,0.10746268656716418,0.20178041543026706,0.8678139448165894,0.7783492207527161,0.8206504583358765,126,0.6028708133971292,0.42857142857142855,0.43898337582747143,0.1702803075313568,3,1,1,0,0,0,What causes Cystic Fibrosis ?,Respiratory,"Cystic fibrosis (CF) is caused by a defect in the CFTR (cystic fibrosis transmembrane conductance regulator) gene. This gene is responsible for producing a protein that helps regulate the flow of substances through the cell membrane. When the CFTR gene has a faulty version, it leads to an accumulation of thick, sticky mucus in the lungs, pancreas, sweat glands, and other parts of the body. This buildup of mucus makes it difficult for air to pass through the bronchi and causes chronic coughing, leading to infections and other respiratory problems. Additionally, the thick mucus also blocks pancreatic ducts, which can result in malnutrition due to insufficient insulin production. These conditions can lead to significant morbidity and mortality, making CF one of the leading genetic diseases worldwide."
0.508602519830068,0.5171172618865967,0.5119132399559021,0.5224083065986633,0.24347078800201416,0.535788056079411,1.4824647140379665,0.9965120299745183,0.6666666666666666,0.5224083065986633,0.8629932999610901,0.7877496480941772,0.4161849710982659,0.05813953488372093,0.15606936416184972,0.84526127576828,0.845407247543335,0.8453342318534851,148,0.7628865979381443,0.5294117647058824,0.22552665416151285,-0.04526008665561676,13,1,1,0,0,0,what research (or clinical trials) is being done for Epilepsy ?,Neurological,"There are ongoing research studies on various aspects of epilepsy management. Some examples include:

1. **Anti-epileptic drug efficacy**: Researchers are investigating new drugs or combinations of existing ones to better control seizures in patients.

2. **Prevention of seizures**: There are efforts to develop methods of preventing seizures in high-risk individuals, such as newborns with genetic predispositions.

3. **Neuroimaging techniques**: Advances in neuroimaging techniques like MRI and CT scans help doctors understand the brain structure and function associated with epilepsy, leading to more targeted treatments.

4. **Patient-reported outcomes**: Studies aim to improve understanding of how patients experience their seizures, including emotional and cognitive impacts.

5. **Epilepsy surgery**: Techniques are being explored to safely remove parts of the brain responsible for seizures, reducing the frequency and severity of attacks.

6. **New therapies**: Researchers are exploring new approaches like gene therapy or stem cell transplantation to potentially cure epilepsy.

7. **Neuromodulation"
0.5174201230208079,0.5972766876220703,0.4824454188346863,0.516264796257019,0.25907427072525024,0.21174623182068855,0.2465644256795041,0.9813805810829767,0.6666666666666666,0.516264796257019,0.6131168603897095,0.7098464965820312,0.16033755274261605,0.027484143763213533,0.09282700421940927,0.8261610269546509,0.7968364953994751,0.8112338185310364,146,0.18318695106649938,0.1875,0.2713344167917967,0.020130522549152374,6,1,1,0,0,0,How to diagnose Urinary Tract Infections in Children ?,Kidney/Renal,"Diagnosing urinary tract infections (UTIs) in children may vary depending on the age group of the child. Here are some general guidelines:

1. **Age 2-5 Years:** For children aged 2-5 years, a UTI should be diagnosed based on signs and symptoms such as frequent urination, increased frequency of urination, a burning sensation during urination, or blood in the urine.
2. **Age 6+ Years:** For older children and adults, diagnosis is more likely based on symptoms alone, especially if they have recurrent UTIs or a family history of UTIs.
3. **Diagnostic Tests:** Basic tests like blood culture, urinalysis, and urine culture are commonly used to confirm the presence of bacteria causing the UTI. However, these tests might not provide specific results without a sample from the infected area.
4. **In vitro Diagnostic Tests:** For more precise results, specialized diagnostic tests including urine osmolality, pH, and protein levels"
0.6495313048362732,0.7040523290634155,0.6385466456413269,0.7048201560974121,0.30947289864222205,0.5396988277513927,1.2272722154179432,0.9653371576487334,1.0,0.7048201560974121,0.7524387240409851,0.7634295225143433,0.3910112359550562,0.09029345372460496,0.1752808988764045,0.840032160282135,0.7227897047996521,0.7770131826400757,162,0.5724381625441696,0.6428571428571429,0.3649234731088985,-0.0671767145395279,10,1,1,0,0,0,Who is at risk for Heart Attack? ?,Cardiovascular,"At-risk individuals for heart attack include those who have any one or more of the following risk factors:

- Age: People over the age of 45 years are more susceptible.
- Smoking: Regular tobacco use is linked to an increased risk.
- Hypertension: Persistent high blood pressure can damage heart vessels.
- Diabetes: Individuals with uncontrolled diabetes are at greater risk.
- Obesity: Being overweight or obese increases the risk.
- Family history of heart disease: Having a family member with a history of heart disease puts you at higher risk.
- Chronic kidney disease: Advanced kidney failure can cause heart problems due to poor circulation.
- Unprotected open wounds: Recent surgery, cuts, or scrapes can expose the heart valves to infection and inflammation.
- Physical stress or trauma: Heavy physical exertion, sudden injury, or other forms of stress can affect heart function.
- Unhealthy lifestyle habits: Lack of exercise, excessive alcohol consumption, and unhealthy diet contribute to heart disease.
- Pre-existing"
0.6463518738746643,0.6878493428230286,0.4840862949689229,0.5238327980041504,0.2706085840861002,0.6905592655249845,1.2373122692597376,0.9819335900335627,0.6666666666666666,0.5238327980041504,0.5741420984268188,0.8224658370018005,0.29787234042553196,0.05755395683453238,0.15602836879432624,0.8364509344100952,0.854194164276123,0.84522944688797,91,1.82,0.1875,0.547123122215271,0.42620527744293213,3,1,1,0,0,0,What is (are) Colorectal Cancer ?,Gastrointestinal,"Colorectal cancer, also known as colorectal neoplasm, is a type of cancer that originates from the lining of the large intestine or rectum, which are part of the digestive system. It is the third most common form of cancer globally, after lung cancer and breast cancer. This cancer often develops slowly over many years but can cause serious complications if left untreated. Colorectal cancer may present symptoms such as persistent abdominal pain, changes in bowel habits, and bleeding during defecation. Early detection through screening tests like colonoscopies can significantly improve outcomes."
0.46072330077489215,0.4794050455093384,0.4425991376241048,0.4543834328651428,0.4913508097330729,0.2134764019898169,0.5126420720527919,0.9798851873343382,0.0,0.4543834328651428,0.7232840657234192,0.729143500328064,0.35398230088495575,0.1081081081081081,0.24778761061946902,0.8717933893203735,0.9033669829368591,0.8872994184494019,64,1.3617021276595744,0.3333333333333333,0.567694624265035,0.4760463237762451,1,0,1,0,0,1,What causes Dry Eye ?,Unrelated,"The dryness of the eyes caused by Sjögren's Syndrome is primarily due to the reduced production of tears, which are essential for maintaining healthy eye surface structures. Other factors contributing to dry eyes include ocular infections, dry air, contact lens use, certain medications, and underlying health conditions like diabetes and glaucoma. Additionally, environmental factors like dust, smoke, or pollution can exacerbate dry eye symptoms."
0.6424930294354757,0.6688793897628784,0.527717391649882,0.5783373117446899,0.28910078605016076,0.12415006512434522,0.13326866478821586,0.9717858634457299,0.6666666666666666,0.5783373117446899,0.6259934902191162,0.6681712865829468,0.3277310924369748,0.06779661016949154,0.1512605042016807,0.8434267044067383,0.878017783164978,0.8603747487068176,156,1.9024390243902438,0.5,0.36567452698946,-0.06866666674613953,7,1,1,0,0,0,What is (are) Kidney Disease ?,Kidney/Renal,"Kidney disease refers to any abnormality of the kidneys that affects their normal functioning. There are two main types of kidney disease:

1. Chronic kidney disease (CKD): This occurs when the kidneys gradually lose their ability to filter waste products from the body effectively, leading to gradual decline in kidney function.

2. Acute kidney injury (AKI): This typically happens suddenly due to severe injury to the kidney or exposure to toxins like drugs, alcohol, or certain medications. AKIs can be acute, meaning they occur very quickly after injury or poisoning, or chronic, lasting for more than 2 weeks. They can also be caused by infections, such as sepsis or pneumonia. Infections can lead to acute kidney failure if not treated promptly.

Both CKD and AKI affect the kidneys' ability to filter waste products, which includes excess fluids, proteins, electrolytes, and other substances. These conditions often require medical intervention, including monitoring, treatment, and sometimes dialysis or transplantation."
0.6272730032602946,0.6631361246109009,0.4368503491083781,0.48293888568878174,0.26744713385899865,0.06618752010506458,0.07314175594227629,0.9937778001811927,0.0,0.48293888568878174,0.6025105714797974,0.8211057186126709,0.10958904109589042,0.0,0.0821917808219178,0.8327078819274902,0.8568357229232788,0.8445995450019836,48,2.2857142857142856,0.1,0.6400622427463531,0.5976688861846924,0,1,1,0,0,0,What is (are) High Blood Cholesterol ?,Cardiovascular,"High blood cholesterol refers to an elevated concentration of bad cholesterol (low-density lipoprotein [LDL]) and/or triglycerides in the bloodstream. When there's an imbalance between these two types of fats in the body, it can lead to various health issues such as heart disease, stroke, and other cardiovascular diseases."
0.6648062864939371,0.6768221855163574,0.6616828242937723,0.6847843527793884,0.3170943657557169,0.3925241049476753,0.9233511772685122,1.0,1.0,0.6847843527793884,0.749309241771698,0.8123788833618164,0.28703703703703703,0.06542056074766356,0.14814814814814814,0.8198064565658569,0.8335157632827759,0.8266042470932007,122,1.3555555555555556,0.2608695652173913,0.18251178752292285,-0.12410697340965271,19,1,1,0,0,0,What are the symptoms of Kidney Disease ?,Kidney/Renal,"The symptoms of kidney disease are nonspecific, meaning they can also be caused by other illnesses. Common signs and symptoms of chronic kidney disease include:

1. Persistent fatigue and weakness.
2. Frequent urination, especially at night.
3. Changes in thirst and/or hunger.
4. Fatigue and dizziness after drinking water.
5. Unusual tiredness or shortness of breath.
6. Increased thirst even when the patient has adequate fluids.
7. A sudden increase in the need to urinate, even when the person hasn't had enough to drink.
8. Frequent headaches.
9. Weight loss despite eating well.
10. Blood in the urine.

If these symptoms persist without treatment, it's important to seek medical attention as early intervention is crucial for managing the progression of kidney disease."
0.5428459346294403,0.682339072227478,0.5556588570276896,0.6462243795394897,0.3635260661443075,0.2947774197744321,0.41220385224295464,0.9222724766063828,0.6666666666666666,0.6462243795394897,0.4920366704463959,0.6094492673873901,0.2714285714285714,0.0430622009569378,0.11904761904761905,0.8284293413162231,0.7985607385635376,0.8132208585739136,155,0.5477031802120141,0.4117647058823529,0.3258829082955014,-0.12535925209522247,5,1,1,0,0,0,What to do for Cirrhosis ?,Gastrointestinal,"For individuals with cirrhosis, it is important to follow specific guidelines to lower their risk of developing this condition:

1. **Avoid Alcohol**: Drinking alcohol, especially when you have liver disease, can worsen cirrhosis and increase your risk of liver failure.
2. **Healthy Diet**: Eating a balanced diet rich in fruits, vegetables, whole grains, and lean proteins can help maintain good health and support a healthy liver.
3. **Cut Back on Fatty and Fried Foods**: Reducing intake of high-fat and fried foods can prevent excessive fat accumulation, which can harm the liver.
4. **Maintain Healthy Weight**: Excess body fat can contribute to liver damage; therefore, maintaining a healthy weight is crucial.
5. **Talk to Your Healthcare Professional**: Consulting a healthcare provider about a personalized weight loss plan is beneficial if there’s a concern about carrying excess body fat.

In addition to these lifestyle modifications, it's essential to manage other factors related to cirrhosis such as controlling"
0.6182633638381958,0.6571210622787476,0.5702032248179117,0.5987347364425659,0.3863714734713236,0.378853335332699,0.5804489964890182,1.0,1.0,0.5987347364425659,0.6440771818161011,0.7547875642776489,0.10121244069583553,0.03271767810026385,0.05271481286241434,0.8352530598640442,0.8273078799247742,0.8312614560127258,149,0.08427601809954752,0.32,0.2949395598843694,-0.034077513962984085,8,1,1,0,0,0,What are the treatments for Kidney Disease ?,Kidney/Renal,"The treatments for kidney disease typically involve several steps:

1. Blood Tests: Regular blood tests help monitor kidney function and detect any problems early. The specific tests vary depending on the underlying condition but generally include creatinine, blood urea nitrogen (BUN), protein in urine, electrolytes like potassium and magnesium, and glucose levels.

2. Medications: Depending on the cause of kidney disease, your doctor will prescribe medication to control symptoms, improve kidney function, or treat the underlying cause. These medications can include blood thinners (anti-platelet drugs), ACE inhibitors, angiotensin receptor blockers, beta-blockers, diuretics, statins, and other medications to control high blood pressure, cholesterol, and blood sugar.

3. Dialysis: For advanced stages of kidney disease where the kidneys cannot function properly, dialysis is required. Dialysis involves removing waste products and extra fluid from the body by filtering blood through a machine that removes these substances. There are two main types of"
0.7102413177490234,0.7377468943595886,0.7242441773414612,0.753410279750824,0.20728655656178796,0.5560786473003243,0.8985842856382367,0.9799260294761316,1.0,0.753410279750824,0.7603238821029663,0.7802890539169312,0.27906976744186046,0.07511737089201878,0.17674418604651163,0.8685787916183472,0.7964829802513123,0.830970048904419,52,0.3058823529411765,0.18604651162790697,0.6399984955787659,0.5412930846214294,0,1,1,0,0,0,What is (are) Lung Cancer ?,Respiratory,"Lung cancer refers to any type of cancer that occurs in the lungs, which are two spongy organs in the chest that help regulate breathing. It is the leading cause of cancer deaths worldwide and is caused by various factors such as smoking, exposure to certain chemicals or pollutants, and genetic mutations."
0.29662365714708966,0.342717707157135,0.15845886369546255,0.22212448716163635,0.68549644947052,0.19744115310920138,0.2040776756274308,0.9012794922196206,0.0,0.22212448716163635,0.4127041697502136,0.6204439401626587,0.15470852017937223,0.02247191011235955,0.07623318385650224,0.8034307360649109,0.7584254741668701,0.7802796363830566,160,0.25806451612903225,0.2978723404255319,0.19198937043547631,-0.03945402055978775,10,0,1,0,0,1,What is (are) Medicare and Continuing Care ?,Unrelated,"Medicare is a government-run health insurance program in the United States designed to provide coverage for healthcare services primarily for individuals aged 65 years old and older as well as those with certain disabilities. It covers many preventive services, such as routine check-ups, immunizations, and prescription drugs.

Continuing care refers to various types of senior living options available to individuals who require assistance with daily activities due to age-related decline or chronic illness. These options include:

1. Skilled nursing homes and assisted living facilities: These facilities offer 24-hour supervision and professional medical care for residents who need help with personal care tasks like bathing, dressing, and medication administration. 

2. Independent Living Communities (ILCs): These communities are designed for seniors who do not require full-time medical care but still want to remain independent in their living arrangements. ILCs may offer meals, transportation, and other amenities that support residents' quality of life.

3. In-home care and home healthcare services: These options allow"
0.6938351392745972,0.6987817287445068,0.6108283400535583,0.6317539215087891,0.15772294998168945,-0.09767875272169851,-0.09149515866522764,0.9950600015318892,1.0,0.6317539215087891,0.7253547310829163,0.773445188999176,0.35714285714285715,0.1134020618556701,0.19387755102040813,0.8552585244178772,0.8846263885498047,0.8696946501731873,115,1.4197530864197532,0.35294117647058826,0.487290620803833,0.13460037112236023,3,1,1,0,0,0,What is (are) Heart Failure ?,Cardiovascular,"Heart failure is a condition characterized by impaired cardiac function leading to reduced pumping capacity of the heart muscle. It can be caused by various underlying factors such as coronary artery disease, valvular heart disease, pulmonary hypertension, and congenital heart defects. Symptoms of heart failure vary depending on the cause but can include shortness of breath, fatigue, swelling in the legs or abdomen, dizziness, and coughing. Diagnosis typically involves medical history, physical examination, and laboratory tests. Treatment options range from lifestyle modifications to medications, invasive therapies like catheterization, and possibly surgery based on the severity and cause of the heart failure. Healthcare professionals specialize in cardiology to provide care for patients diagnosed with heart failure."
0.6311697562535604,0.6848328113555908,0.633016566435496,0.7406059503555298,0.28280570109685266,0.12409111909463848,0.13404334243830504,0.9405988195831689,1.0,0.7406059503555298,0.796558141708374,0.7266280055046082,0.11363636363636363,0.03984819734345351,0.07954545454545454,0.8689056038856506,0.7816520929336548,0.8229725360870361,74,0.07581967213114754,0.28,0.5727007389068604,0.5278189778327942,0,1,1,0,0,0,What causes Causes of Diabetes ?,Endocrine/Metabolic,"Type 1 diabetes is caused by the destruction of the insulin-producing cells in the pancreas, usually due to an autoimmune response. Type 2 diabetes, on the other hand, results from a combination of genetic factors, lifestyle choices, and environmental triggers such as obesity and poor diet. It is important to note that there is no single ""cause"" of diabetes; it is a complex disease that involves multiple factors contributing to its onset and progression."
0.4392816325028737,0.4511631727218628,0.3963157037893931,0.41814208030700684,0.19508713483810425,0.05717527566044608,0.06119918894961117,0.9955475731397294,0.0,0.41814208030700684,0.7866233587265015,0.6695178747177124,0.15716486902927582,0.04327666151468315,0.07704160246533126,0.845824122428894,0.7997570037841797,0.8221457600593567,99,0.18065693430656934,0.3125,0.21939011414845785,0.06369812041521072,12,0,1,0,0,1,What is (are) Dry Eye ?,Unrelated,"Dry eye syndrome (DES) is a condition characterized by reduced tear production in the eye's surface, leading to discomfort, redness, and visual problems. DES occurs when the eyelids don't effectively seal tears from leaving the eye. It can be due to various factors such as genetics, environmental conditions like air pollution, aging, or medications used. Common symptoms include:

1. Redness
2. Watery eyes
3. Burning sensation
4. Eye fatigue
5. Difficulty reading or driving
6. Sore throat
7. Tearing
8. Nausea or headache

Treatment options include artificial tears, warm compresses, and lifestyle changes like avoiding irritants or quitting smoking."
0.5818576614061991,0.6150228977203369,0.6516602238019308,0.7198267579078674,0.29515981674194336,0.6097186497439483,0.9644858017536121,0.9857823550991568,1.0,0.7198267579078674,0.7507235407829285,0.801931619644165,0.057562408223201175,0.015280634734058184,0.031130690161527166,0.8297916650772095,0.8306550979614258,0.8302231431007385,132,0.04153555695405916,0.22,0.28382911985473974,-0.013550389558076859,11,1,1,0,0,0,What are the treatments for Asthma ?,Respiratory,"The main treatments for asthma include:

1. Medications: These include long-acting bronchodilators, short-acting bronchodilators, corticosteroids, leukotriene modifiers, and oral corticosteroids.

2. Lifestyle modifications:
   - Avoiding triggers such as smoking, exposure to air pollution, allergens, and other environmental factors.
   - Managing stress through relaxation techniques and exercise.
   - Regular exercise to maintain lung function.
   
3. Medication usage: Following a detailed asthma action plan with medications like inhalers, nebulizers, and oral steroids under the guidance of a healthcare professional.

4. Immunotherapy: This involves gradually exposing the immune system to small amounts of specific allergens over time to build tolerance to them.
   
5. Vaccinations: Getting vaccinated against influenza and pneumococcus helps protect against serious infections that can worsen asthma symptoms.
   
6. Pulmonary rehabilitation: A program designed to help patients manage their asthma by teaching them"
0.6727956136067709,0.7087372541427612,0.615389088789622,0.6536908745765686,0.2873450517654419,0.2669399259875753,0.6136892505355177,0.9867640054380831,1.0,0.6536908745765686,0.7845015525817871,0.8054512739181519,0.37450199203187245,0.068,0.17928286852589642,0.8569160103797913,0.7859472036361694,0.8198987245559692,143,0.3994413407821229,0.5306122448979592,0.36184277236461637,-0.11505965143442154,5,1,1,0,0,0,What causes Cardiomyopathy ?,Cardiovascular,"Cardiomyopathy is a general term used to describe a group of diseases that affect the muscles responsible for pumping blood throughout the body. The exact cause of cardiomyopathy can vary widely depending on the specific type of condition being discussed. However, some common causes include:

  1. Genetic factors: Inherited forms of cardiomyopathy can be passed down through families and may be caused by mutations in genes related to muscle function.
  2. Heart disease: Conditions like valvular heart disease, atrial fibrillation, and hypertrophic obstructive cardiomyopathy (HOCM) can all contribute to the development of cardiomyopathy.
  3. Other systemic diseases: Some cardiomyopathies are associated with underlying conditions such as amyloidosis, which is a disorder characterized by the buildup of abnormal proteins in tissues, leading to damage and dysfunction.
  4. Environmental factors: Certain environmental exposures can increase the risk of developing cardiomyopathy, particularly in individuals with certain"
0.7552303870519003,0.7846329212188721,0.7464134295781454,0.7716716527938843,0.2626557946205139,0.25743001075954697,0.2921238644663886,0.9899046111439092,1.0,0.7716716527938843,0.7926808595657349,0.818859338760376,0.2944162436548224,0.05128205128205128,0.18274111675126903,0.846220850944519,0.841893196105957,0.8440514802932739,69,0.5655737704918032,0.25,0.573283314704895,0.3065029978752136,1,1,1,0,0,0,What causes Alzheimer's Disease ?,Neurological,"Alzheimer's Disease is caused by a buildup of proteins in the brain, specifically amyloid plaques and neurofibrillary tangles, which leads to brain cell damage and death over time. These processes can be influenced by various factors including lack of exercise, smoking, high blood pressure, high cholesterol, poor management of type 2 diabetes, and having high levels of LDL cholesterol in middle age, particularly in those who were previously smokers."
